,store,sido,gungu,store_address
357,복수점,대전광역시,서구,대전광역시 서구 복수북로 61
358,본리점,대구광역시,달서구,대구광역시 달서구 대명천로42길 26
359,본오2점,경기도,안산시상록구,경기도 안산시상록구 각골로 123
360,봉곡점,경상북도,구미시,경상북도 구미시 봉곡남로9길 35
361,봉담와우리점,경기도,화성시,경기도 화성시 봉담읍 와우로15번길 55-9 효성@상가1층
362,봉담점,경기도,화성시,경기도 화성시 봉담읍 진등1길 57-1
363,봉덕2점,대구광역시,남구,대구광역시 남구 대봉로 35
364,봉동주공점,전라북도,완주군,전라북도 완주군 봉동읍 낙평리 1245 104호
365,봉산점,강원도,원주시,강원도 원주시 치악로 1867 (봉산동)
366,봉암리점,경기도,양주시,경기도 양주시 은현면 은현로 521
367,봉일천점,경기도,파주시,경기도 파주시 조리읍 두루봉로 5
368,봉천현대점,서울특별시,관악구,"서울특별시 관악구 양녕로 35-1, 1층(봉천동)"
369,봉평점,강원도,평창군,강원도 평창군  봉평면 기풍3길 28
370,봉화점,경상북도,봉화군,경상북도 봉화군 봉화읍 내성리 236-17
371,부강점,세종특별자치시,부강면,세종특별자치시  부강면 부강2길 11
372,부개주공점,인천광역시,부평구,"인천광역시 부평구 부개로 79, (부개동,부개택지개발1블럭)"
373,부곡점(안산),경기도,안산시상록구,"경기도 안산시상록구 성호로 258, 안산제2종합시장 1003호"
374,부곡점(의왕),경기도,의왕시,경기도 의왕시 솔밭길 31
375,부발점,경기도,이천시,경기도 이천시 부발읍 무촌로 137
376,부산송정점,부산광역시,해운대구,부산광역시 해운대구 송정중앙로 15-1
377,부산신평점,부산광역시,사하구,부산광역시 사하구 다대로142번길 130(신평동)
378,부산지사, ,,
379,부석점,경상북도,영주시,경상북도 영주시 부석면 소천리 381-7
380,부송점,전라북도,익산시,전라북도 익산시 부송1로 65
381,부안점,강원도,춘천시,강원도 춘천시 후석로 261(후평동)
382,부여점,충청남도,부여군,충청남도 부여군 부여읍 성왕로 173번길 12
383,부평점,인천광역시,부평구,"인천광역시 부평구 부평문화로115 번길7, 1층(부평동)"
384,북가좌1점,서울특별시,서대문구,"서울특별시 서대문구 증가로20길 71, 1층(북가좌동)"
385,북가좌2점,서울특별시,서대문구,서울특별시 서대문구 거북골로 148(북가좌동)
386,북내점,경기도,여주시,경기도 여주시 북내면  여양2로 267
387,북문점,경기도,수원시장안구,경기도 수원시장안구 팔달로259번길 9
388,북변점,경기도,김포시,"경기도 김포시 봉화로182번길 29, 113호"
389,북부점,경상남도,김해시,경상남도 김해시 삼계로1번길 4-4
390,북부점(경주),경상북도,경주시,경상북도 경주시 북성로 96
391,북삼점,경상북도,칠곡군,경상북도 칠곡군 북삼읍 평원2길 15
392,북평점,강원도,동해시,강원도 동해시  대동로 131(북평동)
393,분당동점,경기도,성남시분당구,경기도 성남시분당구 수내로 201
394,분평동점,충청북도,청주시서원구,충청북도 청주시서원구 청남로 2005번길 27
395,불광동점,서울특별시,은평구,서울특별시 은평구 불광로 192
396,불노지구점,인천광역시,서구,"인천광역시 서구 검단로 842, 중앙상가동 1층 153호"
397,불당점,충청남도,천안시서북구,충청남도 천안시서북구 불당5길 23
398,비래가양점,대전광역시,동구,대전광역시 동구 가양2동  31-5 1층
399,비산1동점,경기도,안양시동안구,"경기도 안양시동안구 경수대로 946, 111호 (비산동, 대광로제비앙)"
400,비산삼호점,경기도,안양시동안구,경기도 안양시동안구 동안로 259
401,비산B점,대구광역시,서구,대구광역시 서구 통학로48길 35
402,비인점,충청남도,서천군,충청남도 서천군 비인면 비인로 158-1
403,사당4점,서울특별시,동작구,서울특별시 동작구 동작대로7길 34
404,사동2점,경기도,안산시상록구,"경기도 안산시상록구 감골로 43(사동, 102호)"
405,사동리점,경기도,이천시,경기도 이천시 대월면 사동로 162
406,사동점,경기도,안산시상록구,경기도 안산시상록구 후곡4길 25
407,사북점,강원도,정선군,강원도 정선군  사북읍 사북중앙로 13
408,사우동점,강원도,춘천시,강원도 춘천시 영서로 2818(사농동)
409,사우지구점,경기도,김포시,경기도 김포시 김포대로926번 131
410,사창동점,충청북도,청주시서원구,충청북도 청주시서원구 1순환로 698(사창동)
411,사창리점,강원도,화천군,강원도 화천군  사내면 사내로 47-1
412,산본13점,경기도,군포시,"경기도 군포시 고산로677번길 12 우성상가A동 8,9호"
413,산본3점,경기도,군포시,"경기도 군포시 광정로 25-16. 103호(금정동,퇴계종합상가)"
414,산본9점,경기도,군포시,"경기도 군포시 수리산로203번 34 , 1층(산본동)"
415,산북점,경기도,여주시,경기도 여주시 산북면 상품로 99
416,산성점,대전광역시,중구,대전광역시 중구 보문산로 78
417,삼광점,강원도,원주시,강원도 원주시 행구로 107
418,삼동점,경기도,광주시,경기도 광주시 순암로 509(삼동)
419,삼방점,경상남도,김해시,경상남도 김해시 삼안로235번길 14(삼방동668-17)
420,삼산점,인천광역시,부평구,인천광역시 부평구 후정동로 15
421,삼성동점,서울특별시,강남구,"서울특별시 강남구 영동대로112길 61, 1층(삼성동)"
422,삼성마을점,경기도,군포시,"경기도 군포시 삼성로 6, 1층 108호 (부곡동, 웅신프라자)"
423,삼송점,경기도,고양시덕양구,경기도 고양시덕양구 삼송로193번길 29   1층
424,삼양동점,서울특별시,강북구,서울특별시 강북구 솔매로 39 (미아동)
425,삼환대우점,인천광역시,연수구,"인천광역시 연수구 원인재로 124, 상가동 1층 116호"
426,삽교점,충청남도,예산군,충청남도 예산군 삽교읍 삽교로2길 2
427,상갈점,경기도,용인시기흥구,경기도 용인시기흥구 금화로108번길 7
428,상계역점,서울특별시,노원구,"서울특별시 노원구 상계로23다길 4, 102호(상계동)"
429,상대원1점,경기도,성남시중원구,경기도 성남시중원구 박석로62번길 1(상대원동)
430,상도4동점,서울특별시,동작구,서울특별시 동작구 양녕로26길 28 1층
431,상도점,서울특별시,동작구,"서울특별시 동작구 만양로 11, 1층 101호 (상도동)"
432,상동점,전라북도,정읍시,전라북도 정읍시 충정로 37
433,상동현대점,경기도,부천시원미구,경기도 부천시원미구 조마루로85번길 9
434,상리점,경기도,여주시,경기도 여주시 청심로 232(상동)
435,상무세정점,광주광역시,서구,광주광역시 서구 상무화원로31번 18
436,상봉동점,서울특별시,중랑구,"서울특별시 중랑구 봉우재로 161, 1층 (상봉동)"
437,상인점,대구광역시,달서구,대구광역시 달서구 상화북로 137
438,상일동점,서울특별시,강동구,"서울특별시 강동구 상일로 29-1, 1층(상일동)"
439,상현점,경기도,용인시수지구,경기도 용인시수지구 만현로 110
440,새마을점,경기도,안양시만안구,경기도 안양시만안구 병목안로 119
441,샘머리점,대전광역시,서구,대전광역시 서구 청사로 281 상록스토아 306
442,서3점,부산광역시,금정구,부산광역시 금정구 금사로 11-1(서동)
443,서귀동문점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 서문로29번길 18
444,서남점,대구광역시,달서구,대구광역시 달서구 당산로41길 69
445,서둔탑동평동점,경기도,수원시권선구,경기도 수원시권선구 서둔로 197-1
446,서면점(충남),세종특별자치시,연서면,세종특별자치시  연서면 당산로 286 대원네스트빌@상가101
447,서문동점,충청북도,청주시상당구,충청북도 청주시상당구  남사로89번길32
448,서부점,경상남도,창원시진해구,경상남도 창원시진해구  충장로 100
449,서산1점,충청남도,서산시,충청남도 서산시 동헌로 129
450,서산부영점,충청남도,서산시,충청남도 서산시 성암1로 56
451,서산삼성점,충청남도,서산시,충청남도 서산시 서령로 137
452,서상점,경상남도,함양군,경상남도 함양군 서상면 서상로 290-2
453,서석점,강원도,홍천군,강원도 홍천군  서석면 구룡령로 2525
454,서울온천점,서울특별시,노원구,"서울특별시 노원구 노원로16길 15, 상가동 1층 104호 (하계동,중계9단지상가)"
455,서울외대점,서울특별시,동대문구,"서울특별시 동대문구 천장산로 3, 1층 좌측 (이문동)"
456,서울지사,서울특별시,금천구,서울특별시 금천구 시흥동 985-14
457,서정점,경기도,평택시,경기도 평택시 송탄로 183
458,서창점,인천광역시,남동구,인천광역시 남동구 운연천로  7
459,서천점,충청남도,서천군,충청남도 서천군 서천읍 서천로 117
460,서천점(용인),경기도,용인시기흥구,"경기도 용인시기흥구 예현로35번길  6 서천동,1층"
461,서초동점,서울특별시,서초구,서울특별시 서초구 효령로 424
462,서현점,경기도,성남시분당구,경기도 성남시분당구 불정로376번길 31
463,석관동점,서울특별시,성북구,"서울특별시 성북구 돌곶이로22길 50, 1층(석관동)"
464,석림점,충청남도,서산시,충청남도 서산시 석림3로 25
465,석문점,충청남도,당진시,충청남도 당진시 석문면 통정3안길 8-15
466,석사점,강원도,춘천시,"강원도 춘천시 공지로252번길 4, 1층(효자동)"
467,석산점,경상남도,양산시,경상남도 양산시 동면 금오12길4-11
468,석적점,경상북도,칠곡군,경상북도 칠곡군 석적읍 북중리 11길 28
469,석촌점,서울특별시,송파구,"서울특별시 송파구 송파대로37길 26, 101호 (석촌동)"
470,석포점,경기도,화성시,경기도 화성시 장안면 버들로 1199
471,선부3점,경기도,안산시단원구,"경기도 안산시단원구 달미로 85-1, 104호"
472,선수촌점,서울특별시,송파구,서울특별시 송파구 올림픽로4길 17
473,선유점,경기도,파주시,경기도 파주시 문산읍 독서울1길 39 휴먼시아상가 106
474,선화점,대전광역시,중구,대전광역시 중구 대전천서로 503
475,설봉점,경기도,이천시,경기도 이천시 향교로 106(창전동)
476,설성점,경기도,이천시,경기도 이천시 설성면 설장로 13
477,설악동점,강원도,속초시,강원도 속초시 청봉로 185
478,설악면점,경기도,가평군,경기도 가평군 설악면 신천중앙로 131
479,성거점,충청남도,천안시서북구,충청남도 천안시서북구 성거읍 성거길 90
480,성건점,경상북도,경주시,경상북도 경주시 금성로 414
481,성남점,경기도,성남시중원구,경기도 성남시중원구 성남대로 1151
482,성남점(울산),울산광역시,중구,울산광역시 중구 새즈믄해거리 19 (성남동2층)
483,성내동점,서울특별시,강동구,서울특별시 강동구 성안로3길 102(성내동)
484,성당점,대구광역시,달서구,대구광역시 달서구 장기로26길 51
485,성대1점,경기도,수원시장안구,경기도 수원시장안구 율전로85번길 15(율전동)
486,성대2점,경기도,수원시장안구,"경기도 수원시장안구 서부로2197번 36-1, 1층"
487,성산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 성산중앙로 36
488,성서점,대구광역시,달서구,대구광역시 달서구 성서서로 316
489,성석점,경기도,고양시일산동구,경기도 고양시일산동구 고봉로 616(성석동)
490,성정2점,충청남도,천안시서북구,충청남도 천안시서북구 서부12길 14
491,성정점,충청남도,천안시서북구,충청남도 천안시서북구 성정로 75
492,성주점(경북),경상북도,성주군,경상북도 성주군 월항면  주산로 397
493,성환점,충청남도,천안시서북구,충청남도 천안시서북구 성환읍 성환중앙로 49
494,세검정점,서울특별시,종로구,서울특별시 종로구 평창문화로 28-1(평창동)
495,세곡점,서울특별시,강남구,서울특별시 강남구 밤고개로34길  (세곡동 1층 16)
496,세류점,경기도,수원시권선구,경기도 수원시권선구 정조로 558(세류동)
497,세종청사점,세종특별자치시,갈매로,"세종특별자치시  갈매로 479, 101호(어진동, 상가동지하1층)"
498,센트럴파크점,인천광역시,연수구,인천광역시 연수구 컨벤시아대로 50
499,소래점,인천광역시,남동구,인천광역시 남동구 청능대로 718 9
500,소양로점,강원도,춘천시,강원도 춘천시 중앙로 126 (소양로4가)
501,소촌점,광주광역시,광산구,광주광역시 광산구 어등대로665번 27
502,속리산점,충청북도,보은군,충청북도 보은군 속리산면 사내6길 5-3
503,송강그린점,대전광역시,유성구,대전광역시 유성구 와룡로 21
504,송강마을점,대전광역시,유성구,대전광역시 유성구 구즉로58번길 12(송강동)
505,송내1점,경기도,부천시소사구,경기도 부천시소사구 경인로120번길 송내동 457-1
506,송내점,경기도,동두천시,경기도 동두천시 거북마루로 24
507,송도신도시점,인천광역시,연수구,"인천광역시 연수구 해돋이로6번길 33, 한진해모로상가 105호"
508,송도점(인천),인천광역시,연수구,인천광역시 연수구 비류대로 216 1층4호
509,송도점(포항),경상북도,포항시남구,경상북도 포항시남구 송림로 47-1
510,송림점,인천광역시,동구,인천광역시 동구 샛골로161번길 25
511,송산점,충청남도,당진시,충청남도 당진시 송산면 송산로 809
512,송악점,충청남도,아산시,충청남도 아산시 송악면 송악로 813
513,송우리점,경기도,포천시,경기도 포천시 소흘읍 송우리730-16
514,송정점,강원도,동해시,"강원도 동해시 동해항2길 5, 7/2(송정동)"
515,송지호점,강원도,고성군,강원도 고성군 죽왕면 동해대로 5902
516,송천점,전라북도,전주시덕진구,전라북도 전주시덕진구 솔내로 111(송천동1가)
517,송촌점,대전광역시,대덕구,대전광역시 대덕구 동춘당로23번길 104
518,송현점,대구광역시,달서구,대구광역시 달서구 월배로74길 24
519,수곡동점,충청북도,청주시서원구,충청북도 청주시서원구 청남로 2092-1(수곡동)
520,수리산역점,경기도,군포시,"경기도 군포시 번영로 403, 211(산본동, 가야주공)"
521,수림점,인천광역시,남동구,인천광역시 남동구 주안로237번길 1
522,수성점,대구광역시,수성구,대구광역시 수성구 달구벌대로458 26
523,수안보점,충청북도,충주시,충청북도 충주시 수안보면 장터2길 20-7
524,수완점,광주광역시,광산구,광주광역시 광산구 수완로9번길 38
525,수원지사, ,,
526,수유점,서울특별시,강북구,"서울특별시 강북구 노해로11길 42, 1층(수유동)"
527,수진점,경기도,성남시수정구,"경기도 성남시수정구 제일로124번길 8, 1층 (수진동)"
528,순흥점,경상북도,영주시,경상북도 영주시 순흥면 읍내리 315-1
529,시화3점,경기도,시흥시,경기도 시흥시 정왕대로53번길 29
530,시화5점,경기도,시흥시,경기도 시흥시 역전로 427 세종상가 104
531,시화6점,경기도,시흥시,경기도 시흥시 중심상가로 132 청솔아파트 상가 104호
532,시화7점,경기도,시흥시,"경기도 시흥시 정왕신길로49번 37,109(서해APT상가)"
533,시화지구점,경기도,시흥시,경기도 시흥시 봉우재로7번길 20
534,시흥사거리점,서울특별시,금천구,서울특별시 금천구 시흥대로57길 41 1층
535,시흥현대점,서울특별시,금천구,"서울특별시 금천구 독산로36길 8, 지하1층 (시흥동)"
536,신공덕점,서울특별시,마포구,"서울특별시 마포구 만리재옛길 20(신공덕동, 1층)"
537,신공항점,인천광역시,중구,"인천광역시 중구 영종대로27번길 41, 상가동 103호"
538,신관점,충청남도,공주시,충청남도 공주시 공주대학로 9-1
539,신관초교점,충청남도,공주시,충청남도 공주시 번영1로 97- 
540,신구로점,서울특별시,구로구,서울특별시 구로구 구로중앙로 28다길21
541,신길2점,서울특별시,영등포구,서울특별시 영등포구 영등포로86길 12 (신길동)
542,신내동점,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 236(신내동, 102호)"
543,신대방역점,서울특별시,관악구,서울특별시 관악구 남부순환로 143길 20
544,신대점,대전광역시,대덕구,대전광역시 대덕구 신탄진로 213
545,신도림점,서울특별시,구로구,서울특별시 구로구 신도림로11다길 23(신도림동)
546,신둔점,경기도,이천시,경기도 이천시 신둔면 경충대로 3172
547,신례원점,충청남도,예산군,충청남도 예산군 예산읍 창말로 8
548,신림2점,서울특별시,관악구,서울특별시 관악구 대학길 70
549,신림점(원주),강원도,원주시,강원도 원주시 신림면 신림황둔로 4
550,신림현대점,서울특별시,관악구,"서울특별시 관악구 신림로 122, 1층 (신림동)"
551,신반점,경상남도,의령군,경상남도 의령군 부림면 신번로 164
552,신부점,충청남도,천안시동남구,충청남도 천안시동남구 터미널5길 14
553,신불당점,충청남도,천안시서북구,충청남도 천안시서북구 불당19로 95
554,신사동점,서울특별시,은평구,"서울특별시 은평구 갈현로3길 33-8, 1층 (신사동)"
555,신선점,부산광역시,영도구,부산광역시 영도구 하나길 614
556,신설동점,서울특별시,종로구,서울특별시 종로구 숭인동길 53-4
557,신성점,대전광역시,유성구,대전광역시 유성구 신선로72번길 30
558,신수동점,서울특별시,마포구,"서울특별시 마포구 토정로 240, 상가동 101호 (신수동, 신수현대아파트)"
559,신수리점,강원도,철원군,강원도 철원군  서면 자등로 595
560,신시가지점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로 66(삼주연립주택)
561,신양점,충청남도,예산군,충청남도 예산군 신양면 청신로 364
562,신영통점,경기도,수원시영통구,경기도 수원시영통구 영통로90번길 4-9(망포동485-3)
563,신원당점,경기도,고양시덕양구,경기도 고양시덕양구 고양대로1384 7-24 동문상가 1층 
564,신월4점,서울특별시,양천구,서울특별시 양천구 월정로 60 (신월동)
565,신월7점,서울특별시,양천구,서울특별시 양천구 지양로7길 9
566,신정1점,서울특별시,양천구,"서울특별시 양천구 중앙로32길 55, 1층 101호 (신정동)"
567,신정2점,서울특별시,양천구,"서울특별시 양천구 신목로2길 11, 1층 103호 (신정동,청구아파트상가)"
568,신제주점,제주특별자치도,제주시,제주특별자치도 제주시  신대로124(연동)
569,신창부영점,광주광역시,광산구,광주광역시 광산구 신창로71번길 33
570,신창점,충청남도,아산시,충청남도 아산시 신창면 서부남로 868
571,신천은행점,경기도,시흥시,경기도 시흥시 수인로3325번 15-4
572,신천점,대구광역시,동구,대구광역시 동구 송라로12길 31
573,신탄3점,대전광역시,대덕구,대전광역시 대덕구 신탄진북로 32
574,신태인점,전라북도,정읍시,전라북도 정읍시 신태인읍 신태인중앙로 7-1
575,신풍시장점,서울특별시,영등포구,서울특별시 영등포구 가마산로61길 3-1
576,신항점,충청남도,태안군,충청남도 태안군 근흥면 신진부두길 82
577,신화명점,부산광역시,북구,부산광역시 북구 화명동 산성로12번길 69
578,신흥2점,경기도,성남시수정구,"경기도 성남시수정구 수정남로 101-1, 1층(신흥동)"
579,심곡5점,경기도,부천시원미구,경기도 부천시원미구 부천로103번길 17
580,심곡본1점,경기도,부천시소사구,"경기도 부천시소사구 성주로 159(심곡본동,1층)"
581,심곡점,인천광역시,서구,인천광역시 서구 심곡로 170 상가동 1층 103호
582,십정점,인천광역시,부평구,인천광역시 부평구 배곶남로 18
583,쌍촌시영점,광주광역시,서구,광주광역시 서구 쌍촌로 37
584,아동점,경기도,파주시,"경기도 파주시 경의로 1821, 1층101호"
585,아라점,제주특별자치도,제주시,"제주특별자치도 제주시 인다12길 1 1층, 106호"
586,아산풍기점,충청남도,아산시,충청남도 아산시 어의정로 184
587,아중점,전라북도,전주시덕진구,전라북도 전주시덕진구 인후동1가 880-5
588,아진천곡달천점,울산광역시,북구,울산광역시 북구 달천로 103-19(달천아이파크 2차상가 100동 B109호)
589,안강점,경상북도,경주시,경상북도 경주시 안강읍 비화원로 117
590,안계점,경상북도,의성군,경상북도 의성군 안계면 서부로 1844
591,안녕송산점,경기도,화성시,경기도 화성시 용주로 25 1층 일부호(안녕동)
592,안산3점,경기도,안산시단원구,경기도 안산시단원구 예술대학로 107 상가104호
593,안산상록수점,경기도,안산시상록구,경기도 안산시상록구 본삼로 17 1층 103호
594,안산이동점,경기도,안산시상록구,"경기도 안산시상록구 도매시장로 34-1, 102호"
595,안산일동점,경기도,안산시상록구,경기도 안산시상록구 호동로 81(일동)
596,안산효자점,경기도,안산시단원구,경기도 안산시단원구 선부광장서로1길 15 효자상가103호
597,안서점,충청남도,천안시동남구,충청남도 천안시동남구 중암1길 17
598,안성2점,경기도,안성시,경기도 안성시 개내교1길 4
599,안양5동점,경기도,안양시만안구,경기도 안양시만안구 현충로28번길 45
600,안의점,경상남도,함양군,경상남도 함양군 안의면 강변로 321
601,안중점,경기도,평택시,경기도 평택시 안중읍 안현로서7길 16
602,안흥점,강원도,횡성군,강원도 횡성군 안흥면 안흥로 37
603,암사2점,서울특별시,강동구,"서울특별시 강동구 구천면로 337, 1층 (암사동)"
604,암사역점,서울특별시,강동구,서울특별시 강동구 상암로11길 5 (암사동)
605,앙성점,충청북도,충주시,충청북도 충주시 앙성면 가곡로 1033-1
606,애월점,제주특별자치도,제주시,제주특별자치도 제주시 애월로 117
607,야탑점,경기도,성남시분당구,"경기도 성남시분당구 야탑로139번길 18-3 (야탑동,1층)"
608,약대점,경기도,부천시오정구,경기도 부천시오정구 평천로 746
609,약목점,경상북도,칠곡군,경상북도 칠곡군 약목면 약목로 94-2(2층 건물내 1층)
610,약수역점,서울특별시,중구,서울특별시 중구 다산로28길 22 1층
611,양곡1점,경기도,김포시,경기도 김포시 양촌읍 양곡2로60번길 53 101호
612,양덕원점,강원도,홍천군,강원도 홍천군  남면 시동로 4
613,양덕합성점,경상남도,창원시마산회원구,경상남도 창원시마산회원구 합성옛길97 
614,양동점,경기도,양평군,경기도 양평군 양동면 양동시장길 6-5
615,양문점,경기도,포천시,경기도 포천시 영중면 양문로 98-1
616,양벌점,경기도,광주시,경기도 광주시 오포읍 양벌로 216-1
617,양수리점,경기도,양평군,경기도 양평군 양서면 양수로150번길 9-2
618,양재점,서울특별시,서초구,서울특별시 서초구 남부순환로356길 33 광성빌딩 1층
619,양정염포점,울산광역시,북구,울산광역시 북구 염포로 591-1(양정동)
620,양주백석점,경기도,양주시,경기도 양주시 백석읍 양주산성로 564-1 1층
621,양평옥천점,경기도,양평군,"경기도 양평군 옥천면 북부길9번길, 5"
622,양평용문점,경기도,양평군,경기도 양평군 용문면 용문역길 7
623,양평점,경기도,양평군,경기도 양평군 양평읍 중앙로167번길 62
624,양학점,경상북도,포항시북구,경상북도 포항시북구 양학로32번길 9-1
625,어양점,전라북도,익산시,전라북도 익산시 고봉로18길 107(어양동)
626,언양점,울산광역시,울주군,울산광역시 울주군 언양읍 읍성로 40
627,엄사금암점,충청남도,계룡시,충청남도 계룡시 엄사면 번영2길 4-41 101호
628,엄정점,충청북도,충주시,충청북도 충주시 엄정면 내창로 205
629,에코점,인천광역시,남동구,인천광역시 남동구 앵고개로815번 19
630,여월점,경기도,부천시오정구,경기도 부천시오정구 삼작로302번길 21-3
631,여의도점,서울특별시,영등포구,"서울특별시 영등포구 63로 45, 2,3,4동 1층 117호 (여의도동, 여의도시범아파트)"
632,여주점,경기도,여주시,경기도 여주시 여흥로 97
633,역곡1점,경기도,부천시원미구,경기도 부천시원미구 역곡로 61 (역곡동)
634,연남동점,서울특별시,마포구,서울특별시 마포구 연남로 41(연남동)
635,연동점,제주특별자치도,제주시,제주특별자치도 제주시 연동1길 10
636,연무대점,충청남도,논산시,충청남도 논산시 연무읍 안심로 127
637,연봉점,강원도,홍천군,강원도 홍천군  홍천읍 무궁화로 88
638,연성점,경기도,시흥시,"경기도 시흥시 인선길 100, 107호(장곡동, 연성프라자)"
639,연수3점,인천광역시,연수구,"인천광역시 연수구 함박뫼로 100, 107호"
640,연수6점,인천광역시,연수구,"인천광역시 연수구 샘말로 106-7(연수동, 1층 일부)"
641,연수동점,충청북도,충주시,충청북도 충주시 연원로 28(연수동)
642,연수주공점,인천광역시,연수구,"인천광역시 연수구 원인재로 315, 103호"
643,연지점,경기도,안성시,경기도 안성시 혜산로 14-1
644,연천점,경기도,연천군,경기도 연천군 연천읍 연천로 262
645,연풍점,경기도,파주시,경기도 파주시 파주읍 술이홀로 449
646,연풍점(충북),충청북도,괴산군,충청북도 괴산군 연풍면 향교로 28
647,염창동점,서울특별시,강서구,"서울특별시 강서구 공항대로71길  54, 105호(염창동,태진한솔상가)"
648,영광점,전라남도,영광군,전라남도 영광군 영광읍 중앙로 115
649,영덕점,경상북도,영덕군,경상북도 영덕군 영덕읍 중앙길 120-3
650,영동아파트점,서울특별시,강남구,"서울특별시 강남구 역삼로64길 11, 1층(대치동)"
651,영등포점,서울특별시,영등포구,"서울특별시 영등포구 양산로 137, 1층(당산동3가)"
652,영산점,경상남도,창녕군,경상남도 창녕군 영산면 서리상촌길 321
653,영어마을점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 보성리 2476
654,영오점,경상남도,고성군,경상남도 고성군 영오면 영회로 514
655,영운동점,충청북도,청주시상당구,충청북도 청주시상당구 영운로 34-1(영운동)
656,영월삼호점,강원도,영월군,"강원도 영월군 영월읍 단종로 88, 102호 삼호상가"
657,영월점,강원도,영월군,강원도 영월군 영월읍 은행나무길 19
658,영주지사, ,,
659,영주풍기점,경상북도,영주시,경상북도 영주시 풍기읍 풍기로 49-1
660,영천시장점,서울특별시,서대문구,서울특별시 서대문구 통일로 175
661,영통2점,경기도,수원시영통구,경기도 수원시영통구 영통로 498 상가동 106호
662,예산1점,충청남도,예산군,충청남도 예산군 예산읍 천변로 179
663,예산2점,충청남도,예산군,충청남도 예산군 예산읍 역전로 70
664,예천점,경상북도,예천군,경상북도 예천군 예천읍 남본리 222-2
665,오류1점,서울특별시,구로구,"서울특별시 구로구 고척로1길 5, 1층 (오류동)"
666,오목천점,경기도,수원시권선구,경기도 수원시권선구 삼천병마로 1592번길 3(오목천동)
667,오산1점,경기도,오산시,경기도 오산시 오산로 190번 24
668,오산2점,경기도,오산시,경기도 오산시 오산로 226번 18(원동)
669,오성점,경기도,평택시,경기도 평택시 오성면 숙성시장길 36
670,오송점,충청북도,청주시흥덕구,충청북도 청주시흥덕구 오송읍 연제길3 주건축물제1동 1층
671,오정점,경기도,부천시오정구,"경기도 부천시오정구 오정로 244번 45, (오정동,1층)"
672,오정초교점,경기도,부천시오정구,경기도 부천시오정구 소사로794번길 59
673,오창점,충청북도,청주시청원구,충청북도 청주시청원구 주성2길 25-2
674,오천원동점,경상북도,포항시남구,경상북도 포항시남구 오천읍 냉천로302번길 51
675,오포점,경기도,광주시,경기도 광주시 오포읍 오포로 886-1
676,오학점,경기도,여주시,"경기도 여주시 현암2길  28-11, 1층8호(현암동, 삼진아파트)"
677,옥산점,경상북도,경산시,경상북도 경산시 성암로10길 2-12(옥산동)
678,옥수동점,서울특별시,성동구,"서울특별시 성동구 독서당로39길 48, 1층 (옥수동)"
679,옥정점,경기도,양주시,"경기도 양주시 옥정동로5다길 12, 1층(옥정동)"
680,옥천점(충북),충청북도,옥천군,충청북도 옥천군 옥천읍 금장로 53
681,옥포1점,경상남도,거제시,"경상남도 거제시 옥포로 282, 104동지하층101호"
682,온수리점,인천광역시,강화군,인천광역시 강화군 길상면 강화동로 8-1
683,온양1점,충청남도,아산시,충청남도 아산시 충무로94번길 9
684,와룡점,대구광역시,달서구,대구광역시 달서구 이곡동로 32
685,와수리점,강원도,철원군,강원도 철원군  서면 와수로 168-1
686,왕십리점,서울특별시,성동구,서울특별시 성동구 무학봉15길 23
687,왜관점,경상북도,칠곡군,경상북도 칠곡군 왜관읍 구상길 180-1 삼성A104
688,외도점,제주특별자치도,제주시,제주특별자치도 제주시 우정로16길 31
689,외동모화점,경상북도,경주시,경상북도 경주시 외동읍 모화공단길14-2
690,용강점,경상북도,경주시,경상북도 경주시 승삼1길 6-10
691,용담점,제주특별자치도,제주시,"제주특별자치도 제주시 욤담로 94, 1층"
692,용산점,충청북도,충주시,"충청북도 충주시 금붕9길 3, 106호(용산동)"
693,용상점,경상북도,안동시,경상북도 안동시 용상동 1242
694,용연점,충청남도,아산시,충청남도 아산시 배방읍 용연로 36
695,용운점,대전광역시,동구,대전광역시 동구 용운로 144
696,용원점,경상남도,창원시진해구,경상남도 창원시진해구 용재로29번길 5-17
697,용이점,경기도,평택시,경기도 평택시 현신1길 33-5
698,용인구성점,경기도,용인시기흥구,경기도 용인시기흥구 구성로 176(언남동)
699,용인시청점,경기도,용인시처인구,경기도 용인시처인구 중부대로 1142-1
700,용전점,대전광역시,대덕구,대전광역시 대덕구 홍도로 114번길 1
701,용현1호점,인천광역시,미추홀구,인천광역시 미추홀구 인주대로174번 36
702,용현2호점,인천광역시,미추홀구,인천광역시 미추홀구 낙섬중로 11(용현동)
703,용현점,경기도,의정부시,"경기도 의정부시 충의로57번길 7-3(용현동, 1층)"
704,용호점,부산광역시,남구,부산광역시 남구 동명로145번길 90
705,용화점,충청남도,아산시,충청남도 아산시 시민로258번길 3-21
706,우만지동점,경기도,수원시팔달구,경기도 수원시팔달구 창룡대로150번 55(우만동)
